Unnamed: 0,Year,Player,Pos,Age,Tm,G,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,WS,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
11162,1993.0,Xavier McDaniel,PF,29.0,BOS,82.0,16.3,0.539,8.7,16.2,12.5,11.0,1.6,1.4,14.2,4.4,0.9,1.6,0.495,0.273,0.5,0.498,0.7929999999999999,489.0,163.0,72.0,51.0,171.0,1111.0
11163,1993.0,Kevin McHale*,PF,35.0,BOS,71.0,14.4,0.519,6.6,17.8,12.2,6.4,0.5,2.2,11.1,2.8,-2.5,-0.2,0.45899999999999996,0.111,0.469,0.461,0.841,358.0,73.0,16.0,59.0,92.0,762.0
11164,1993.0,Derrick McKey,SF,26.0,SEA,77.0,15.0,0.568,5.7,10.0,7.8,11.2,2.2,1.6,14.3,6.6,2.5,2.8,0.496,0.35700000000000004,0.519,0.522,0.741,327.0,197.0,105.0,58.0,152.0,1034.0
11165,1993.0,Nate McMillan,PG,28.0,SEA,73.0,15.1,0.527,4.9,13.3,9.0,25.2,4.4,1.1,21.2,5.6,4.4,3.2,0.46399999999999997,0.385,0.47700000000000004,0.491,0.7090000000000001,306.0,384.0,173.0,33.0,139.0,546.0
11166,1993.0,Oliver Miller,C,22.0,PHO,56.0,12.7,0.523,7.5,20.9,14.3,14.3,1.7,5.6,26.5,1.6,1.3,0.9,0.475,0.0,0.48,0.475,0.71,275.0,118.0,38.0,100.0,108.0,313.0
11167,1993.0,Reggie Miller*,SG,27.0,IND,82.0,19.4,0.617,2.5,7.0,4.8,13.4,2.0,0.6,9.3,11.3,3.8,4.4,0.479,0.39899999999999997,0.522,0.5489999999999999,0.88,258.0,262.0,120.0,26.0,145.0,1736.0
11168,1993.0,Terry Mills,PF,25.0,DET,81.0,15.5,0.506,8.5,15.7,12.0,8.5,1.0,1.5,10.7,3.8,-1.7,0.2,0.461,0.278,0.467,0.465,0.7909999999999999,472.0,111.0,44.0,50.0,142.0,1199.0
11169,1993.0,Harold Miner,SG,21.0,MIA,73.0,14.3,0.529,6.0,6.2,6.1,9.3,1.2,0.4,11.5,2.0,-3.9,-0.7,0.475,0.33299999999999996,0.47700000000000004,0.47700000000000004,0.762,147.0,73.0,34.0,8.0,92.0,750.0
11170,1993.0,Sam Mitchell,SF,29.0,IND,81.0,11.9,0.517,7.4,12.0,9.7,7.7,0.8,0.5,8.3,2.8,-3.1,-0.4,0.445,0.174,0.45899999999999996,0.449,0.8109999999999999,248.0,76.0,23.0,10.0,51.0,584.0
11171,1993.0,Tracy Moore,SG,27.0,DAL,39.0,14.8,0.511,4.5,6.7,5.5,15.4,2.0,0.5,10.4,0.5,-2.7,-0.1,0.414,0.34299999999999997,0.44,0.46,0.8690000000000001,52.0,47.0,21.0,4.0,32.0,282.0
11172,1993.0,Chris Morris,SF,27.0,NJN,77.0,17.8,0.534,10.7,10.8,10.8,7.2,3.1,1.4,10.5,7.2,3.3,3.1,0.48100000000000004,0.22399999999999998,0.504,0.49,0.794,454.0,106.0,144.0,52.0,119.0,1086.0
11173,1993.0,Isaiah Morris,SF,23.0,DET,25.0,10.6,0.46799999999999997,6.2,6.8,6.5,6.9,1.5,0.6,12.0,0.0,-7.9,-0.2,0.456,,0.456,0.456,0.75,12.0,4.0,3.0,1.0,8.0,55.0
11174,1993.0,Alonzo Mourning*,C,22.0,CHH,78.0,20.8,0.586,11.2,21.0,16.4,4.3,0.5,5.8,14.4,8.2,0.2,1.4,0.511,0.0,0.513,0.511,0.7809999999999999,805.0,76.0,27.0,271.0,236.0,1639.0
11175,1993.0,Chris Mullin*,SF,29.0,GSW,46.0,19.0,0.578,2.5,11.2,6.8,14.0,1.7,1.3,11.9,4.9,1.7,1.8,0.51,0.451,0.519,0.542,0.81,232.0,166.0,68.0,41.0,139.0,1191.0
11176,1993.0,Eric Murdock,PG,24.0,MIL,79.0,19.3,0.534,4.5,9.0,6.7,38.2,3.6,0.2,16.3,6.1,2.4,2.7,0.46799999999999997,0.261,0.498,0.485,0.78,284.0,603.0,174.0,7.0,207.0,1138.0
11177,1993.0,Tracy Murray,SF,21.0,POR,48.0,11.9,0.49,8.6,9.8,9.2,3.5,0.8,0.6,10.0,0.5,-6.3,-0.5,0.415,0.3,0.45799999999999996,0.456,0.875,83.0,11.0,8.0,5.0,31.0,272.0
11178,1993.0,Jerrod Mustaf,PF,23.0,PHO,32.0,12.7,0.479,9.9,17.5,13.8,4.2,2.0,2.0,12.5,0.5,-4.8,-0.2,0.43799999999999994,0.0,0.442,0.43799999999999994,0.623,83.0,10.0,14.0,11.0,22.0,147.0
11179,1993.0,Dikembe Mutombo*,C,26.0,DEN,82.0,17.2,0.5670000000000001,11.9,25.5,18.7,6.8,0.7,5.7,17.8,8.8,2.7,3.6,0.51,,0.51,0.51,0.6809999999999999,1070.0,147.0,43.0,287.0,216.0,1131.0
11180,1993.0,Larry Nance,PF,33.0,CLE,77.0,19.8,0.5870000000000001,8.0,19.3,13.9,12.1,1.0,4.4,9.0,10.7,4.4,4.4,0.5489999999999999,0.0,0.551,0.5489999999999999,0.818,668.0,223.0,54.0,198.0,107.0,1268.0
11181,1993.0,Ed Nealy,PF,32.0,TOT,41.0,8.3,0.46399999999999997,4.4,19.2,11.7,6.1,1.9,0.4,8.6,0.5,-3.3,-0.1,0.377,0.29600000000000004,0.429,0.435,0.75,64.0,15.0,12.0,2.0,7.0,69.0
11182,1993.0,Ed Nealy,PF,32.0,GSW,30.0,7.4,0.456,3.9,19.5,11.7,7.1,1.9,0.3,9.0,0.3,-2.8,0.0,0.348,0.318,0.375,0.424,0.7,48.0,13.0,9.0,1.0,5.0,46.0
11183,1993.0,Ed Nealy,PF,32.0,CHI,11.0,10.9,0.48200000000000004,5.6,18.1,11.7,3.4,2.0,0.8,7.7,0.2,-4.6,-0.1,0.435,0.2,0.5,0.457,1.0,16.0,2.0,3.0,1.0,2.0,23.0
11184,1993.0,Melvin Newbern,SG,25.0,DET,33.0,11.5,0.42700000000000005,6.5,6.7,6.6,26.5,3.8,0.2,18.7,0.0,-2.2,0.0,0.37200000000000005,0.125,0.39,0.376,0.5670000000000001,37.0,57.0,23.0,1.0,32.0,119.0
11185,1993.0,Johnny Newman,SF,29.0,CHH,64.0,15.5,0.597,5.5,4.9,5.2,11.4,1.5,0.7,12.3,3.7,-0.2,0.7,0.522,0.267,0.546,0.534,0.8079999999999999,143.0,117.0,45.0,19.0,90.0,764.0
11186,1993.0,Ken Norman,SF,28.0,LAC,76.0,15.7,0.53,9.2,16.4,12.8,9.6,1.2,1.5,10.4,5.2,0.4,1.5,0.511,0.263,0.521,0.516,0.595,571.0,165.0,59.0,58.0,125.0,1137.0
11187,1993.0,Shaquille O'Neal*,C,20.0,ORL,81.0,22.9,0.584,13.4,27.1,20.6,8.5,1.0,5.7,15.9,10.4,3.7,4.4,0.562,0.0,0.563,0.562,0.5920000000000001,1122.0,152.0,60.0,286.0,307.0,1893.0
11188,1993.0,Dan O'Sullivan,C,24.0,TOT,6.0,24.4,0.6659999999999999,12.8,26.6,19.6,8.6,2.9,0.0,0.0,0.1,0.5,0.0,0.6,,0.6,0.6,0.75,6.0,1.0,1.0,0.0,0.0,9.0
11189,1993.0,Dan O'Sullivan,C,24.0,NJN,3.0,20.4,0.667,21.8,21.9,21.8,0.0,0.0,0.0,0.0,0.1,-5.9,0.0,0.667,,0.667,0.667,,4.0,0.0,0.0,0.0,0.0,4.0
11190,1993.0,Dan O'Sullivan,C,24.0,MIL,3.0,30.3,0.665,0.0,33.3,16.5,20.8,7.1,0.0,0.0,0.1,9.7,0.0,0.5,,0.5,0.5,0.75,2.0,1.0,1.0,0.0,0.0,5.0
11191,1993.0,Charles Oakley,PF,29.0,NYK,82.0,12.6,0.556,14.8,20.3,17.7,8.0,1.9,0.5,19.6,7.3,3.5,3.1,0.508,0.0,0.509,0.508,0.722,708.0,126.0,85.0,15.0,124.0,565.0
11192,1993.0,Alan Ogg,C,25.0,TOT,6.0,15.7,0.44,11.6,28.0,19.7,19.4,1.7,6.7,16.9,0.0,-6.0,0.0,0.385,,0.385,0.385,0.75,10.0,4.0,1.0,3.0,3.0,13.0
11193,1993.0,Alan Ogg,C,25.0,MIL,3.0,9.6,0.405,4.4,22.4,13.3,21.6,1.9,7.5,23.3,0.0,-3.9,0.0,0.33299999999999996,,0.33299999999999996,0.33299999999999996,1.0,6.0,4.0,1.0,3.0,3.0,8.0
11194,1993.0,Alan Ogg,C,25.0,WSB,3.0,67.9,0.512,73.6,76.5,75.0,0.0,0.0,0.0,0.0,0.0,-23.4,0.0,0.5,,0.5,0.5,0.5,4.0,0.0,0.0,0.0,0.0,5.0
11195,1993.0,Hakeem Olajuwon*,C,30.0,HOU,82.0,27.3,0.5770000000000001,10.5,25.9,18.7,15.8,2.4,6.5,12.4,15.8,8.4,8.5,0.529,0.0,0.532,0.529,0.779,1068.0,291.0,150.0,342.0,262.0,2140.0
11196,1993.0,Matt Othick,PG,23.0,SAS,4.0,5.9,0.68,3.1,2.8,2.9,23.7,1.3,0.0,40.5,0.0,-5.4,0.0,0.6,0.5,1.0,0.8,0.0,2.0,7.0,1.0,0.0,4.0,8.0
11197,1993.0,Doug Overton,PG,23.0,WSB,45.0,11.8,0.51,2.8,9.4,6.0,23.3,1.5,0.4,16.7,0.6,-4.0,-0.5,0.47100000000000003,0.231,0.48100000000000004,0.475,0.728,106.0,157.0,31.0,6.0,72.0,366.0
11198,1993.0,Billy Owens,PF,23.0,GSW,37.0,16.9,0.534,10.0,14.5,12.3,18.0,1.4,1.4,15.6,2.2,1.5,1.0,0.501,0.091,0.51,0.502,0.639,264.0,144.0,35.0,28.0,106.0,612.0
11199,1993.0,Robert Pack,PG,23.0,DEN,77.0,16.4,0.545,3.5,7.3,5.4,31.9,2.5,0.4,19.9,3.1,-1.0,0.4,0.47,0.125,0.475,0.47100000000000003,0.768,160.0,335.0,81.0,10.0,185.0,810.0
11200,1993.0,Gerald Paddio,SF,27.0,SEA,41.0,16.3,0.47,6.4,12.8,9.5,16.6,2.3,1.3,8.7,0.6,-1.8,0.0,0.447,0.25,0.457,0.45299999999999996,0.667,50.0,33.0,14.0,6.0,16.0,158.0
11201,1993.0,Walter Palmer,C,24.0,DAL,20.0,12.8,0.49200000000000005,9.6,30.6,19.2,6.9,0.4,2.6,14.1,0.0,-7.8,-0.2,0.474,,0.474,0.474,0.667,44.0,5.0,1.0,5.0,10.0,60.0
11202,1993.0,Robert Parish*,C,39.0,BOS,79.0,19.2,0.565,13.1,25.8,19.5,4.2,1.3,3.1,12.0,6.8,0.7,1.5,0.535,,0.535,0.535,0.6890000000000001,740.0,61.0,57.0,107.0,120.0,994.0
11203,1993.0,John Paxson,PG,32.0,CHI,59.0,9.3,0.509,1.0,4.5,2.7,17.1,1.9,0.1,11.4,1.9,-3.8,-0.5,0.451,0.46299999999999997,0.44799999999999995,0.491,0.85,48.0,136.0,38.0,2.0,31.0,246.0
11204,1993.0,Kenny Payne,SF,26.0,PHI,13.0,14.2,0.45799999999999996,2.8,14.0,8.4,20.8,1.6,0.8,7.1,0.0,-3.7,-0.1,0.42200000000000004,0.222,0.47200000000000003,0.444,1.0,24.0,18.0,5.0,2.0,7.0,84.0
11205,1993.0,Gary Payton*,PG,24.0,SEA,82.0,17.0,0.529,4.3,8.7,6.4,22.7,3.5,0.6,12.4,7.8,3.1,3.3,0.494,0.20600000000000002,0.505,0.498,0.77,281.0,399.0,177.0,21.0,148.0,1110.0
11206,1993.0,Anthony Peeler,SG,23.0,LAL,77.0,13.9,0.5529999999999999,4.4,8.0,6.2,15.3,1.8,0.5,14.5,2.7,-1.4,0.2,0.46799999999999997,0.39,0.486,0.505,0.7859999999999999,179.0,166.0,60.0,14.0,123.0,802.0
11207,1993.0,Will Perdue,C,27.0,CHI,72.0,14.8,0.578,11.5,22.0,16.6,10.0,1.1,3.1,20.1,2.5,-0.4,0.4,0.557,0.0,0.5589999999999999,0.557,0.604,287.0,74.0,22.0,47.0,74.0,341.0
11208,1993.0,Sam Perkins,PF,31.0,TOT,79.0,16.5,0.555,7.9,17.8,12.8,9.7,1.3,2.2,10.4,6.9,1.2,1.9,0.47700000000000004,0.33799999999999997,0.49,0.49200000000000005,0.82,524.0,156.0,60.0,82.0,108.0,1036.0
11209,1993.0,Sam Perkins,PF,31.0,LAL,49.0,16.2,0.539,7.9,19.4,13.6,11.8,1.3,2.0,10.8,4.2,1.1,1.3,0.45899999999999996,0.172,0.47600000000000003,0.46399999999999997,0.8290000000000001,379.0,128.0,40.0,51.0,76.0,673.0
11210,1993.0,Sam Perkins,PF,31.0,SEA,30.0,16.9,0.588,7.8,14.5,11.1,5.3,1.3,2.7,9.4,2.8,1.3,0.6,0.511,0.452,0.522,0.546,0.795,145.0,28.0,20.0,31.0,32.0,363.0
11211,1993.0,Tim Perry,PF,27.0,PHI,81.0,12.0,0.519,8.0,13.1,10.5,8.9,0.9,2.5,14.9,2.0,-1.8,0.1,0.46799999999999997,0.204,0.491,0.47600000000000003,0.71,409.0,126.0,40.0,91.0,123.0,731.0
11212,1993.0,Chuck Person,SF,28.0,MIN,78.0,12.2,0.495,4.0,13.4,8.7,19.6,1.1,0.6,14.2,0.0,-1.7,0.2,0.433,0.355,0.462,0.48100000000000004,0.649,433.0,343.0,67.0,30.0,219.0,1309.0
11213,1993.0,Drazen Petrovic*,SG,28.0,NJN,70.0,17.3,0.605,1.7,6.1,3.9,15.3,1.8,0.3,13.6,8.4,2.0,2.7,0.518,0.449,0.529,0.551,0.87,190.0,247.0,94.0,13.0,204.0,1564.0
11214,1993.0,Bobby Phills,SG,23.0,CLE,31.0,14.2,0.5,5.2,8.7,7.0,12.2,3.6,0.9,16.2,-0.1,-6.4,-0.2,0.46299999999999997,0.4,0.46799999999999997,0.47600000000000003,0.6,17.0,10.0,10.0,2.0,18.0,93.0
11215,1993.0,Ricky Pierce,SG,33.0,SEA,77.0,19.2,0.5720000000000001,3.0,7.2,5.1,15.5,2.3,0.2,11.5,7.7,1.1,1.7,0.489,0.37200000000000005,0.503,0.509,0.889,192.0,220.0,100.0,7.0,160.0,1403.0
11216,1993.0,Ed Pinckney,PF,29.0,BOS,7.0,10.5,0.5379999999999999,10.6,21.5,16.1,0.8,1.3,2.9,21.2,0.3,-3.3,-0.1,0.41700000000000004,,0.41700000000000004,0.41700000000000004,0.9229999999999999,43.0,1.0,4.0,7.0,8.0,32.0
11217,1993.0,Scottie Pippen*,SF,27.0,CHI,81.0,19.2,0.51,7.3,16.0,11.5,24.0,2.9,1.6,14.2,8.6,4.3,5.0,0.473,0.237,0.491,0.48200000000000004,0.6629999999999999,621.0,507.0,173.0,73.0,246.0,1510.0
11218,1993.0,Gary Plummer,PF,30.0,DEN,60.0,8.6,0.521,7.6,17.3,12.4,7.7,0.9,0.9,22.4,0.4,-5.4,-0.6,0.465,0.0,0.47100000000000003,0.465,0.726,173.0,40.0,14.0,11.0,78.0,281.0
11219,1993.0,Olden Polynice,C,28.0,DET,67.0,14.6,0.494,14.8,21.1,17.8,3.4,1.2,1.0,9.9,2.6,-2.8,-0.3,0.49,0.0,0.491,0.49,0.465,418.0,29.0,31.0,21.0,54.0,486.0
11220,1993.0,Terry Porter,PG,29.0,POR,81.0,17.0,0.5770000000000001,2.1,10.1,6.0,21.7,1.7,0.2,13.5,8.8,2.4,3.2,0.45399999999999996,0.414,0.47200000000000003,0.519,0.843,316.0,419.0,101.0,10.0,199.0,1476.0
11221,1993.0,Paul Pressey,SG,34.0,GSW,18.0,8.4,0.507,3.3,9.6,6.5,14.6,2.0,1.2,22.8,0.1,-3.8,-0.1,0.439,0.0,0.46799999999999997,0.439,0.778,31.0,30.0,11.0,5.0,23.0,79.0
11222,1993.0,Brent Price,PG,24.0,WSB,68.0,9.3,0.424,3.6,10.0,6.7,25.0,3.2,0.2,21.6,-0.6,-4.9,-0.6,0.358,0.16699999999999998,0.39799999999999996,0.373,0.794,103.0,154.0,56.0,3.0,85.0,262.0
11223,1993.0,Mark Price,PG,28.0,CLE,75.0,22.1,0.609,1.9,7.6,4.8,38.1,1.9,0.3,14.9,9.8,3.2,3.1,0.484,0.41600000000000004,0.512,0.546,0.948,201.0,602.0,89.0,11.0,196.0,1365.0
11224,1993.0,Anthony Pullard,PF,26.0,MIL,8.0,9.2,0.44,6.2,18.9,12.5,8.8,2.7,3.5,20.6,-0.1,-8.9,-0.1,0.444,,0.444,0.444,0.33299999999999996,8.0,2.0,2.0,2.0,5.0,17.0
11225,1993.0,Kurt Rambis,PF,34.0,TOT,72.0,11.2,0.562,10.0,21.1,15.3,8.4,2.5,1.4,21.0,1.7,-0.1,0.4,0.519,0.0,0.528,0.519,0.662,227.0,53.0,43.0,18.0,42.0,177.0
11226,1993.0,Kurt Rambis,PF,34.0,PHO,5.0,4.6,0.5710000000000001,5.6,10.6,8.2,3.1,3.5,0.0,43.2,-0.1,-5.1,0.0,0.5710000000000001,,0.5710000000000001,0.5710000000000001,0.5,6.0,1.0,3.0,0.0,6.0,9.0
11227,1993.0,Kurt Rambis,PF,34.0,SAC,67.0,11.6,0.561,10.3,21.6,15.7,8.7,2.4,1.4,19.4,1.7,0.1,0.4,0.516,0.0,0.525,0.516,0.667,221.0,52.0,40.0,18.0,36.0,168.0
11228,1993.0,Mark Randall,PF,25.0,TOT,37.0,11.9,0.53,11.5,13.1,12.3,6.6,0.8,0.5,15.7,0.3,-3.9,-0.1,0.5,0.125,0.542,0.506,0.615,55.0,11.0,4.0,2.0,17.0,97.0
11229,1993.0,Mark Randall,PF,25.0,MIN,2.0,-8.6,0.0,0.0,0.0,0.0,16.3,0.0,0.0,50.0,0.0,-20.7,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0
11230,1993.0,Mark Randall,PF,25.0,DET,35.0,12.6,0.536,11.9,13.5,12.7,6.3,0.9,0.5,15.0,0.4,-3.3,-0.1,0.506,0.14300000000000002,0.542,0.513,0.615,55.0,10.0,4.0,2.0,16.0,97.0
11231,1993.0,Blair Rasmussen,C,30.0,ATL,22.0,4.8,0.414,7.6,14.3,10.8,2.4,0.9,2.2,12.3,0.0,-6.8,-0.3,0.375,0.33299999999999996,0.37799999999999995,0.38799999999999996,0.6920000000000001,55.0,5.0,5.0,10.0,12.0,71.0
11232,1993.0,J.R. Reid,PF,24.0,TOT,83.0,12.5,0.5429999999999999,7.6,19.3,13.7,6.1,1.2,1.0,14.8,3.4,-2.5,-0.2,0.47600000000000003,0.0,0.48,0.47600000000000003,0.764,456.0,80.0,47.0,31.0,125.0,780.0
11233,1993.0,J.R. Reid,PF,24.0,CHH,17.0,12.3,0.514,7.7,17.4,12.7,10.9,1.8,1.0,16.3,0.4,-2.5,0.0,0.429,0.0,0.433,0.429,0.741,70.0,24.0,11.0,5.0,24.0,127.0
11234,1993.0,J.R. Reid,PF,24.0,SAS,66.0,12.6,0.5489999999999999,7.5,19.7,13.9,5.2,1.1,1.0,14.5,3.0,-2.5,-0.2,0.485,0.0,0.489,0.485,0.77,386.0,56.0,36.0,26.0,101.0,653.0
11235,1993.0,Glen Rice,SF,25.0,MIA,82.0,15.0,0.534,3.4,12.6,7.9,9.9,1.5,0.5,9.7,6.3,0.5,1.9,0.44,0.38299999999999995,0.46299999999999997,0.495,0.82,424.0,180.0,92.0,25.0,157.0,1554.0
11236,1993.0,Pooh Richardson,PG,26.0,IND,74.0,14.5,0.508,2.9,9.2,6.1,33.6,2.0,0.3,18.1,4.0,-0.8,0.7,0.479,0.10300000000000001,0.496,0.48200000000000004,0.742,267.0,573.0,94.0,12.0,167.0,769.0
11237,1993.0,Mitch Richmond*,SG,27.0,SAC,45.0,15.6,0.5579999999999999,1.1,9.1,5.0,20.2,1.5,0.3,12.8,3.1,-0.3,0.7,0.474,0.369,0.495,0.505,0.845,154.0,221.0,53.0,9.0,130.0,987.0
11238,1993.0,Doc Rivers,PG,31.0,NYK,77.0,14.6,0.534,1.6,9.5,5.7,31.1,3.3,0.3,16.8,6.5,2.5,2.1,0.43700000000000006,0.317,0.47700000000000004,0.47700000000000004,0.821,192.0,405.0,123.0,9.0,114.0,604.0
11239,1993.0,Fred Roberts,C,32.0,MIL,79.0,15.5,0.596,7.0,11.4,9.2,11.7,1.9,1.2,11.8,3.9,0.1,0.8,0.528,0.414,0.536,0.542,0.799,237.0,118.0,57.0,27.0,67.0,599.0
11240,1993.0,Stanley Roberts,C,22.0,LAC,77.0,14.7,0.531,10.9,18.3,14.6,4.7,0.9,4.9,12.9,3.2,-1.7,0.1,0.527,,0.527,0.527,0.488,478.0,59.0,34.0,141.0,121.0,870.0
11241,1993.0,Alvin Robertson,SG,30.0,TOT,69.0,13.2,0.519,5.8,9.4,7.6,18.6,3.9,0.6,18.3,3.4,2.4,2.2,0.45799999999999996,0.32799999999999996,0.496,0.495,0.6559999999999999,269.0,263.0,155.0,18.0,133.0,618.0
11242,1993.0,Alvin Robertson,SG,30.0,MIL,39.0,13.6,0.528,5.1,9.9,7.4,21.0,4.2,0.6,19.4,1.6,1.5,0.9,0.479,0.309,0.519,0.509,0.629,137.0,156.0,90.0,9.0,77.0,339.0
11243,1993.0,Alvin Robertson,SG,30.0,DET,30.0,12.7,0.508,6.8,8.9,7.8,16.0,3.6,0.6,16.9,1.7,3.4,1.3,0.434,0.34299999999999997,0.467,0.48,0.69,132.0,107.0,65.0,9.0,56.0,279.0
11244,1993.0,Clifford Robinson,PF,26.0,POR,82.0,18.8,0.517,6.8,16.5,11.5,11.8,1.8,4.0,10.2,6.8,1.8,2.4,0.473,0.247,0.48700000000000004,0.48,0.69,542.0,182.0,98.0,163.0,173.0,1570.0
11245,1993.0,David Robinson*,C,27.0,SAS,82.0,24.2,0.569,8.6,24.8,17.1,15.0,2.0,5.1,12.5,13.2,6.7,7.0,0.501,0.17600000000000002,0.506,0.503,0.732,956.0,301.0,127.0,264.0,241.0,1916.0
11246,1993.0,Larry Robinson,SG,25.0,WSB,4.0,12.0,0.41200000000000003,3.3,7.0,5.1,13.9,1.5,1.8,5.2,0.0,-7.8,0.0,0.375,0.0,0.4,0.375,0.6,3.0,3.0,1.0,1.0,1.0,15.0
11247,1993.0,Rumeal Robinson,PG,26.0,NJN,80.0,13.7,0.46399999999999997,3.4,7.6,5.5,31.0,3.0,0.5,16.2,1.9,-1.1,0.3,0.423,0.35700000000000004,0.43,0.439,0.574,159.0,323.0,96.0,12.0,140.0,672.0
11248,1993.0,Dennis Rodman*,PF,31.0,DET,62.0,13.6,0.467,16.1,36.8,26.0,5.6,1.0,1.2,17.1,5.5,0.8,1.7,0.42700000000000005,0.205,0.47200000000000003,0.444,0.534,1132.0,102.0,48.0,45.0,103.0,468.0
11249,1993.0,Tree Rollins,C,37.0,HOU,42.0,5.2,0.335,5.9,20.8,13.8,5.2,1.2,3.8,16.3,0.2,-4.5,-0.2,0.268,0.0,0.282,0.268,0.75,60.0,10.0,6.0,15.0,9.0,31.0
11250,1993.0,Sean Rooks,C,23.0,DAL,72.0,14.7,0.528,9.3,19.3,13.9,7.3,0.9,2.5,14.8,1.5,-2.5,-0.3,0.493,0.0,0.494,0.493,0.602,536.0,95.0,38.0,81.0,160.0,970.0
11251,1993.0,Donald Royal,SF,26.0,ORL,77.0,14.5,0.627,8.5,11.7,10.2,7.0,1.1,0.9,16.7,5.1,0.0,0.8,0.496,0.0,0.5,0.496,0.815,295.0,80.0,36.0,25.0,113.0,706.0
11252,1993.0,Delaney Rudd,PG,30.0,POR,15.0,1.7,0.308,4.5,5.9,5.2,23.2,0.5,0.0,20.7,-0.3,-11.3,-0.2,0.19399999999999998,0.091,0.24,0.20800000000000002,0.7859999999999999,9.0,17.0,1.0,0.0,11.0,26.0
11253,1993.0,Jeff Ruland,C,34.0,DET,11.0,5.2,0.47,17.3,19.0,18.1,4.9,1.9,0.0,32.0,0.0,-4.7,0.0,0.455,,0.455,0.455,0.5,18.0,2.0,2.0,0.0,6.0,12.0
11254,1993.0,John Salley,PF,28.0,MIA,51.0,11.9,0.5710000000000001,8.9,16.5,12.6,8.7,1.1,3.3,21.4,2.5,0.7,1.0,0.502,,0.502,0.502,0.799,313.0,83.0,32.0,70.0,101.0,423.0
11255,1993.0,Jeff Sanders,PF,27.0,ATL,9.0,6.9,0.42100000000000004,10.7,16.4,13.4,6.5,3.3,0.5,27.8,-0.1,-3.6,0.0,0.4,,0.4,0.4,0.5,29.0,6.0,8.0,1.0,11.0,24.0
11256,1993.0,Mike Sanders,SF,32.0,CLE,53.0,11.8,0.528,5.2,10.9,8.2,9.0,1.7,1.5,11.7,2.0,-1.6,0.1,0.49700000000000005,0.25,0.5,0.499,0.7559999999999999,170.0,75.0,39.0,30.0,57.0,454.0
11257,1993.0,Danny Schayes,C,33.0,MIL,70.0,10.6,0.498,7.3,18.4,12.8,9.4,1.6,2.1,16.7,1.4,-3.0,-0.3,0.39899999999999997,0.0,0.40399999999999997,0.39899999999999997,0.818,249.0,78.0,36.0,36.0,65.0,322.0
11258,1993.0,Steve Scheffler,C,25.0,SEA,29.0,13.1,0.564,10.4,15.0,12.7,4.1,1.8,0.4,7.9,0.6,-2.0,0.0,0.521,,0.521,0.521,0.667,36.0,5.0,6.0,1.0,5.0,66.0
11259,1993.0,Dwayne Schintzius,C,24.0,NJN,5.0,12.5,0.42100000000000004,6.2,18.8,12.5,7.4,2.9,3.6,0.0,0.1,0.5,0.0,0.28600000000000003,,0.28600000000000003,0.28600000000000003,1.0,8.0,2.0,2.0,2.0,0.0,7.0
11260,1993.0,Detlef Schrempf,PF,30.0,IND,82.0,19.2,0.5710000000000001,7.5,19.9,13.8,23.2,1.3,0.6,15.0,10.4,4.1,4.8,0.47600000000000003,0.154,0.493,0.48,0.804,780.0,493.0,79.0,27.0,243.0,1567.0
11261,1993.0,Byron Scott,SG,31.0,LAL,58.0,14.4,0.535,1.8,7.3,4.6,14.2,1.6,0.5,8.6,3.3,-1.3,0.3,0.449,0.326,0.48100000000000004,0.483,0.848,134.0,157.0,55.0,13.0,70.0,792.0
11262,1993.0,Dennis Scott,SF,24.0,ORL,54.0,13.2,0.527,2.6,9.0,6.0,12.2,1.6,0.6,11.3,2.8,0.1,0.9,0.431,0.40299999999999997,0.446,0.502,0.7859999999999999,186.0,136.0,57.0,18.0,104.0,858.0
11263,1993.0,Malik Sealy,SF,22.0,IND,58.0,12.7,0.469,9.9,8.4,9.1,10.7,2.7,0.7,14.2,0.2,-3.6,-0.3,0.426,0.226,0.44799999999999995,0.43700000000000006,0.6890000000000001,112.0,47.0,36.0,7.0,58.0,330.0
11264,1993.0,Rony Seikaly,C,27.0,MIA,72.0,18.0,0.557,11.9,28.0,19.8,6.7,0.8,2.2,15.5,6.5,-0.8,0.8,0.48,0.125,0.484,0.48100000000000004,0.735,846.0,100.0,38.0,83.0,203.0,1232.0
11265,1993.0,Brad Sellers,PF,30.0,MIN,54.0,8.4,0.45899999999999996,6.1,12.5,9.4,12.8,0.6,1.3,15.5,0.0,-6.0,-0.5,0.377,0.0,0.38,0.377,0.9490000000000001,83.0,46.0,6.0,11.0,27.0,135.0
11266,1993.0,Charles Shackleford,C,26.0,PHI,48.0,13.1,0.515,12.4,26.6,19.6,6.9,1.1,2.6,16.2,0.9,-3.5,-0.2,0.488,0.0,0.494,0.488,0.633,205.0,26.0,13.0,25.0,36.0,191.0
11267,1993.0,Brian Shaw,PG,26.0,MIA,68.0,11.3,0.465,4.9,13.7,9.2,22.3,1.5,0.8,15.2,1.8,-0.7,0.5,0.39299999999999996,0.331,0.415,0.436,0.782,257.0,235.0,48.0,19.0,96.0,498.0
